Titulo,Ano,Duracao,Temporadas,Plataforma,Classificacao Indicativa,IMDb,Rotten Tomatoes,Enredo
Mr. Young,2013,,2 Seasons,Netflix,TV-G,,,"After Adam graduates from college at age 14, he heads back to high school to teach science, where his crush and his best friends are his students!"
Murderous Affairs,2017,,3 Seasons,Netflix,TV-MA,,,"Mixing interviews with dramatic re-enactments, this series focuses on lethal love affairs and spouses driven to murder."
Mutant Busters,2017,,2 Seasons,Netflix,TV-PG,,,"After a natural disaster known as the Big Fart leaves Earth divided, only Sheriff and his rebel misfits can protect the planet from a mutant invasion."
My Hotter Half,2017,,1 Season,Netflix,TV-PG,,,"Couples compete to see who can take the sexiest selfie, with the loser getting a much-needed makeover."
My Life My Story,2017,,1 Season,Netflix,TV-14,,,"Host RJ Anmol conducts in-depth interviews with prominent Indian celebrities, who share the stories that lie behind their successes and failures."
My Tattoo Addiction,2013,,1 Season,Netflix,TV-MA,,,Ink junkies dig skin deep and share personal stories about their collection of body art.
Mystery Science Theater 3000,1999,,1 Season,Netflix,TV-14,,,Hosts Joel and Mike and their robot companions offer hilarious running commentary on B movies they're forced to watch in these classic MST3K episodes.
Nature: Animals With Cameras,2018,,1 Season,Netflix,TV-PG,,,"With custom-built cameras attached to their bodies, animals from nine species offer a rare and intimate glimpse into their lives."
NATURE: Natural Born Hustlers,2016,,1 Season,Netflix,TV-G,,,"Sometimes being shady is the only way to survive, a fact these sneaky animal ""hustlers"" – including orcas, owls and otters – use to their advantage."
Nature's Great Events (2009),2009,,1 Season,Netflix,TV-PG,,,"This series looks at how seasonal changes cause shifting weather patterns and ocean currents, creating the conditions for spectacular wildlife events."
Nature's Great Events: Diaries,2009,,1 Season,Netflix,TV-PG,,,Look behind the scenes of this wildlife documentary series that examines how animals around the world adapt to chaotic natural phenomena.
Nature's Great Race,2016,,1 Season,Netflix,TV-PG,,,"Epic footage captures three of the world's most significant land migrations, following elephants, caribou and zebras on their treacherous journeys."
Nature's Weirdest Events,2015,,3 Seasons,Netflix,TV-PG,,,"Host Chris Packham examines bizarre natural phenomena from around the globe, from strange creatures to geographical oddities."
Nazi Mega Weapons,2016,,3 Seasons,Netflix,TV-PG,,,"This documentary series examines Nazi Germany's military hardware, defenses and technology, including fortifications, U-boats and ballistic missiles."
"Nightmare Tenants, Slum Landlords",2016,,2 Seasons,Netflix,TV-MA,,,The ongoing housing crisis in Britain has led to an increased number of nasty conflicts between fed-up landlords and exasperated tenants.
Ninja Hattori,1981,,1 Season,Netflix,TV-Y7,,,"Elementary school student Kenichi Mitsuba's household gains a surprising new member: Kanzo Hattori, a mischievous but helpful young ninja."
Ninja Turtles: The Next Mutation,1997,,1 Season,Netflix,TV-G,,,Everyone's favorite teenage mutants are back in live action to fight crime with help from a new ninja turtle – a female named Venus De Milo.
Nobel,2016,,1 Season,Netflix,R,,,A series of incidents in Afghanistan set complicated political and personal events in motion for a returning Norwegian Special Forces officer.
North & South,2004,,1 Season,Netflix,NR,,,"When her father moves his family to an industrial mill town, the parson's daughter, Margaret Hale, struggles to adapt to her harsh new surroundings."
NSU German History X,2016,,1 Season,Netflix,TV-MA,,,"After German reunification, the neo-Nazi National Socialist Underground begins a killing spree while cops fight an uphill battle to catch them."
Nuestra Lucha Libre,2018,,1 Season,Netflix,TV-MA,,,"This documentary series lifts the mask on Mexican wrestling, diving into the daily lives of its stars, examining the sport’s cultural impact and more."
Nura: Rise of the Yokai Clan: Demon Capital,2011,,1 Season,Netflix,TV-MA,,,"By night, teenage Rikuo becomes a form of demon called yokai, preparing to fulfill his destiny as the head of his legendary yokai clan."
Nurse Jackie,2015,,7 Seasons,Netflix,TV-MA,,,A flawed but dedicated ER nurse works in a New York City hospital and relies on pain meds to get through exhausting days in this Emmy-winning show.
"O-Negative, Love Can’t Be Designed",2016,,1 Season,Netflix,TV-MA,,,"Five schoolmates who share a blood type navigate the vagaries of friendship, love and university life."
OCTB,2017,,1 Season,Netflix,TV-14,,,An undercover detective crosses paths with familiar faces in the mafia underworld during the final years of Britain's ruling of Hong Kong.
Oh No! It's an Alien Invasion,2014,,2 Seasons,Netflix,TV-Y7-FV,,,Nate and his Super Wicked Extreme Emergency Team –  S.W.E.E.T. – take on alien invaders who have captured all the world's grownups.
Oliver Stone's Untold History of the United States,2013,,1 Season,Netflix,TV-PG,,,"This documentary series offers an alternative take on modern American history, focusing on underreported events that shaped the nation's character."
Ollie & Moon,2018,,1 Season,Netflix,TV-Y,,,"Two quirky cats, Ollie and Moon, and their friend Stanley the snail travel the world, solving everyday problems and learning about different cultures."
Operation Gold Rush,2016,,1 Season,Netflix,TV-14,,,A team of modern-day adventurers follows the footsteps of the money-hungry explorers who trekked the Klondike in search of Canadian gold.
Operation Ouch!,2012,,1 Season,Netflix,TV-PG,,,Drs. Chris and Xand van Tulleken take an entertaining approach to educate children about medicine and biology through experiments and hospital visits.
Operation Proposal,2012,,1 Season,Netflix,TV-PG,,,"On Yi-seul's wedding day, her friend Baek-ho wishes he could turn back time to tell her he loves her. Soon he gets a chance to change everything."
Origins Collection,2018,,3 Seasons,Netflix,TV-PG,,,"This documentary series explores the stories behind history's most fascinating innovations, including games, technology, sports, medicine and more."
P. King Duckling,2016,,1 Season,Netflix,TV-Y,,,"P. King, the daring but hapless duck, teams up with best buddies Wombat and Chumpkins to find wacky and wild ways to solve their problems."
Pacific Heat,2016,,1 Season,Netflix,TV-14,,,"In this animated satire, a covert squad of operatives short on smarts but long on confidence tackles crime on the glitzy Gold Coast of Australia."
Pajanimals,2011,,1 Season,Netflix,TV-Y,,,"From the comfort of their bedroom, the Pajanimals puppets explore a larger world through imaginary adventures, accompanied by friendships and songs."
Paranormal Survivor,2016,,2 Seasons,Netflix,TV-14,,,"In interviews and reenactments, ordinary people relive their terrifying encounters with unwelcome guests from beyond the world of the living."
Parks and Recreation,2015,,7 Seasons,Netflix,TV-14,,,"In this Emmy-nominated comedy, an employee with a rural Parks and Recreation department is full of energy and ideas but bogged down by bureaucracy."
Pawn Stars,2010,,1 Season,Netflix,TV-14,,,"Father Richard Harrison, son Rick and grandson Corey appraise an array of strange objects brought into their Gold & Silver Pawn Shop in Las Vegas."
Pee-wee's Playhouse,1990,,5 Seasons,Netflix,TV-PG,,,"Pee-wee Herman brings his stage show to the masses with this innovative live-action kids series that invites viewers into his quirky, childlike world."
Penny Dreadful,2016,,3 Seasons,Netflix,TV-MA,,,"The classic tales of Dracula, Frankenstein, Dorian Gray and more are woven together in this horror series set on the dark streets of Victorian London."
Person of Interest,2016,,5 Seasons,Netflix,TV-14,,,Ex-CIA agent John Reese and enigmatic billionaire Mr. Finch use software that can predict future events to prevent violent crimes before they occur.
Pioneers of African-American Cinema,1946,,1 Season,Netflix,TV-14,,,This newly preserved collection features more than 20 films made by groundbreaking African American directors for black audiences from 1915 to 1946.
Planet Earth II,2016,,1 Season,Netflix,TV-G,,,"In this sequel to the Emmy-winning ""Planet Earth"" series, viewers are treated to rich and intimate views of the natural diversity of our planet."
Planet Earth: The Complete Collection,2006,,1 Season,Netflix,TV-PG,,,This landmark series transports nature lovers from the Himalayan Mountains to the depths of the ocean and everywhere in between.
Portlandia,2018,,8 Seasons,Netflix,TV-14,,,"Fred Armisen and Carrie Brownstein send up the residents of Portland, Ore. Typical targets include artisanal light bulbs and feminist bookstores."
Powder,2010,,1 Season,Netflix,TV-14,,,"Two men who grew up in Mumbai's slums are drawn into the city's brutal narcotics trade, where they fight on opposite sides of the law."
Power Rangers Dino Charge,2015,,1 Season,Netflix,TV-Y7,,,"In the time of dinosaurs, the ancient and powerful Energems were lost on Earth, and now the evil bounty hunter Sledge has returned to find them."
Power Rangers Dino Super Charge,2016,,1 Season,Netflix,TV-Y7,,,Just when you thought the Rangers' mission was accomplished there's an even more difficult challenge for them to face with the arrival of a new enemy.
Power Rangers Dino Thunder,2004,,1 Season,Netflix,TV-Y7,,,"Dr. Tommy Oliver returns when his students discover the Dino Gems that morph them into the Dino Power Rangers, enabling them to stop the evil Mesogog."
Power Rangers in Space,1998,,1 Season,Netflix,TV-Y7,,,"With the Power Chamber destroyed, former Turbo Power Rangers T.J., Cassie, Carlos and Ashley search for Zordon, who's been abducted by Dark Specter."
Power Rangers Jungle Fury,2008,,1 Season,Netflix,TV-Y7,,,The Power Rangers travel to California in search of their new master and find him running a pizza parlor – so they join the staff to be trained.
Power Rangers Lightspeed Rescue,2000,,1 Season,Netflix,TV-Y7,,,"As demons rumble from their graves beneath Mariner Bay, a government organization called Lightspeed recruits five civilians to defend the city."
Power Rangers Lost Galaxy,1999,,1 Season,Netflix,TV-Y7,,,"Five teenagers, transformed by the mystical powers of the Quasar Sabers into the Galaxy Power Rangers, battle the evil Scorpius and Captain Mutiny."
Power Rangers Mystic Force,2006,,1 Season,Netflix,TV-Y7,,,"When the wicked Undead Army is unleashed, sorceress Udonna empowers five teenagers – the Mystic Force Power Rangers – to save mankind."
Power Rangers Ninja Storm,2003,,1 Season,Netflix,TV-Y7,,,"When the elite warriors from the Wind Ninja Academy are captured by the evil Lothor, Shane, Tori and Waldo become Wind Power Rangers to fight back."
Power Rangers Operation Overdrive,2007,,1 Season,Netflix,TV-Y7,,,"To keep powerful jewels from falling into the hands of two wicked brothers, five young Power Rangers set out on a dangerous global adventure."
Power Rangers RPM,2009,,1 Season,Netflix,TV-Y7,,,"The Power Rangers' new member, Dillon, isn't sure he wants to be on the team until he has a dream that sets the Rangers into action."
Power Rangers S.P.D.,2005,,1 Season,Netflix,TV-Y7,,,"When the Troobian Empire attacks Earth, the B-Squad Power Rangers Space Patrol Delta morphs into action to squash the alien threat and save the world."
Power Rangers Samurai,2011,,1 Season,Netflix,TV-Y7,,,"A new generation of Power Rangers must master the Symbols of Samurai Power, which give them control over the Earth's elements to battle dark forces."
Power Rangers Super Megaforce,2014,,1 Season,Netflix,TV-Y7,,,"Armed with a key that allows them to morph into any team of Legendary Rangers from the past, the Super Megaforce Rangers fight ruthless Prince Vekar."
Power Rangers Super Samurai,2012,,1 Season,Netflix,TV-Y7,,,"The Samurai Power Rangers continue their battle against the evil Master Xandred, who has now joined forces with the malevolent Serrator."
Power Rangers Time Force,2001,,1 Season,Netflix,TV-Y7,,,"The team launches a new campaign against evil in the year 3000, when the imprisoned criminal mastermind Ransik is freed by his daughter."
Power Rangers Turbo,1997,,1 Season,Netflix,TV-Y7,,,"The Rangers use high-tech battle cars to take on Queen Divatox and her Divazords, who mount an attack on the Rangers' beloved Angel Grove."
Power Rangers Wild Force,2002,,1 Season,Netflix,TV-Y7,,,"Raised in the wilderness, young Cole Evans leads the Wild Force Power Rangers as they summon their animal powers to battle the evil Master Org."
Power Rangers Zeo,1996,,1 Season,Netflix,TV-Y7,,,"This ""Mighty Morphin Power Rangers"" spinoff finds Tommy and the gang battling new enemies, using abilities acquired from the Zeo Crystal."
Power Rangers: Megaforce,2013,,1 Season,Netflix,TV-Y7,,,"When Earth is threatened by a massive alien invasion, the planet's supernatural guardian calls upon five teenagers to form the ultimate defense team."
Prince Jai Aur Dumdaar Viru,2017,,1 Season,Netflix,TV-Y,,,"A prince and a commoner who are best friends keep having to thwart the plots of the prince's scheming, ambitious minister."
Prohibition: A Film by Ken Burns and Lynn Novick,2011,,1 Season,Netflix,TV-PG,,,"Ken Burns's documentary traces the passage of the 18th Amendment, the social and legal effects of prohibiting alcohol, and the repeal of Prohibition."
Psiconautas,2016,,2 Seasons,Netflix,TV-MA,,,A Spanish con man masquerades as a therapist and starts leading group sessions in Argentina for a crew of gullible misfits.
Pyaar Tune Kya Kiya,2014,,3 Seasons,Netflix,TV-14,,,"From teen lovers defying social and religious taboos to a student falling for her teacher, these stories explore joy and heartache in modern romance."
Qué pena tu serie,2015,,1 Season,Netflix,TV-MA,,,"Javier is happily in love with Sofia, so when she breaks up their perfect life, he has to get her back – or maybe try finding a new perfect love."
Queen of No Marriage,2009,,1 Season,Netflix,TV-MA,,,Sparks begin to fly when a successful 33-year-old single woman and a 25-year-old romantic with few prospects navigate love and differences.
Queens of Comedy,2017,,1 Season,Netflix,TV-MA,,,Eight women perform in front of celebrity judges and compete for the title of India’s top female stand-up comedian.
Queens vs. Kings,2018,,1 Season,Netflix,TV-14,,,"No ""ism"" is left unturned in this celebrity game show that battles stereotypes and sexism by pitting male and female comedians against each other."
Rab Se Sohna Isshq,2012,,1 Season,Netflix,TV-14,,,"A complex love triangle goes horribly wrong in this epic, multigenerational saga involving romance, revenge, mistaken identity and amnesia."
Ramayan,2012,,1 Season,Netflix,TV-14,,,A prince's divine destiny to rule as a king is thwarted by his stepmother's scheme to put her own child on the throne in this legendary epic.
Razia Sultan,2015,,1 Season,Netflix,TV-14,,,"This sweeping historical drama charts the rise of a remarkable real-life figure, the first woman to ever rule the Delhi Sultanate."
Reality of Dream,2015,,1 Season,Netflix,TV-MA,,,"Five friends from college chase their post-grad dreams of becoming a successful writer, film director, singer, rich wife and out-and-proud hair stylist."
Rebelde,2004,,1 Season,Netflix,TV-14,,,"Six students at an exclusive prep school, some on scholarship, discover that music can close the class divide."
Rectify,2016,,4 Seasons,Netflix,TV-MA,,,"Convicted of rape and murder at age 18, Daniel Holden spends nearly 20 years on death row until DNA evidence brings the verdict into question."
Red vs. Blue,2015,,13 Seasons,Netflix,NR,,,"This parody of first-person shooter games, military life and science-fiction films centers on a civil war fought in the middle of a desolate canyon."
Reggie Yates Outside Man,2017,,2 Seasons,Netflix,TV-MA,,,"Award-winning filmmaker Reggie Yates travels around the world tackling big issues such as gun violence, racism, gay rights and addiction."
Republic of Doyle,2014,,6 Seasons,Netflix,TV-14,,,A pair of father and son private investigators tries to keep their combustible personal lives in check while tackling an intriguing array of cases.
Revenge,2017,,1 Season,Netflix,TV-MA,,,"After a mother and her daughter are gang-raped by seven men, the daughter suffers a mental breakdown, and the single mom sets out to get revenge."
Revolting Rhymes,2017,,1 Season,Netflix,TV-PG,,,Popular fairy tales take on a darkly comic edge in these short animated films based on a book by Roald Dahl and illustrator Quentin Blake.
"Rica, Famosa, Latina",2016,,4 Seasons,Netflix,TV-MA,,,"This reality series follows the lives of a group of wealthy, successful Latina women in Los Angeles."
Ripper Street,2017,,5 Seasons,Netflix,TV-MA,,,"It's been six months since the last Jack the Ripper killing, and East London is hopeful that his reign of terror might have run its course."
Rishta.com,2010,,1 Season,Netflix,TV-14,,,Partners at an Indian matrimonial agency face endlessly challenging and often impossible demands as they help clients make the perfect match.
Robotech,1985,,1 Season,Netflix,TV-MA,,,"When a mysterious spaceship crashes in the Pacific, the people of Earth work to master the science of robotechnology and rebuild the giant fortress."
Roonpi Secret Love,2016,,3 Seasons,Netflix,TV-14,,,High school senior Belle pursues a shy junior boy. Dog-phobic Emma meets a handsome veterinary student. Baking blogger Mielle falls for her critic.
Royal Pains,2016,,8 Seasons,Netflix,TV-PG,,,Dr. Hank Lawson unexpectedly gets a career upgrade as a freelance physician treating New York's aristocratic upper crust in their posh Hamptons homes.
Rubi,2004,,1 Season,Netflix,TV-PG,,,"Ruby, jealous of her wealthy best friend Maribel, cooks up a scheme to marry a millionaire. Hector, Maribel's boyfriend, is her target."
Rurouni Kenshin,1998,,3 Seasons,Netflix,TV-14,,,"A nomadic swordsman arrives at a martial arts school in Meiji-era Japan, where he lands in the middle of a conflict involving the opium trade."
Russell Peters vs. the World,2013,,1 Season,Netflix,NR,,,"A four-part docu-series that's an exclusive, backstage pass to global comedy superstar Russell Peters' record-breaking ""Notorious"" world tour."
Sadqay Tumhare,2014,,1 Season,Netflix,TV-PG,,,"An arranged engagement between a village girl and her city cousin shows signs of true love, but an indiscretion decades ago could doom their romance."
Satrangi,2014,,1 Season,Netflix,TV-PG,,,Young musicians from 13 states in India demonstrate their cultural heritage by performing regional folk music using traditional instruments.
Save Our Shelter,2015,,1 Season,Netflix,TV-G,,,"Pet rescue expert Rocky Kanaka and renovation specialist Rob North travel across North America, transforming animal shelters to help homeless pets."
Scandal,2018,,7 Seasons,Netflix,TV-14,,,"A powerful team of Washington, D.C. lawyers makes scandals disappear while handling government crises and coping with problems of their own."
Secret Affair,2014,,1 Season,Netflix,TV-14,,,"A married middle-aged woman is swept off her feet, both romantically and artistically, by a gifted young pianist."
Sensitive Skin,2016,,1 Season,Netflix,TV-MA,,,Davina and Al try to revamp their lives as they struggle with the uncertainties of middle age in this darkly comic adaptation of the British hit.
Servant of the People,2015,,1 Season,Netflix,TV-14,,,"After a Ukrainian high school teacher's tirade against government corruption goes viral on social media, he finds himself the country's new president."
Shadow of Truth,2016,,1 Season,Netflix,TV-MA,,,This documentary series explores the explosive 2006 murder case of a 13-year-old Israeli girl and the subsequent conviction of a Ukrainian immigrant.
Shaka Zulu,1986,,1 Season,Netflix,TV-14,,,"This miniseries recounts the early 19th-century conflict between the expanding British Empire in Africa and Shaka, the leader of the vast Zulu Nation."
Sherlock,2017,,4 Seasons,Netflix,TV-14,,,"In this updated take on Sir Arthur Conan Doyle's beloved mystery tales, the eccentric sleuth prowls the streets of modern London in search of clues."
Sid the Science Kid,2008,,1 Season,Netflix,TV-Y,,,"Armed with a healthy sense of humor and the help of his teacher, friends and family, curious kid Sid tackles questions youngsters have about science."
Silver Spoon,2015,,2 Seasons,Netflix,TV-MA,,,"Forced to become an apprentice cop, cocky playboy Igor finds he's got a knack for police work. But his job soon takes him down a dark personal path."
Sin senos no hay paraíso,2008,,1 Season,Netflix,TV-14,,,"Inspired by a true story, this TV drama shadows a young Colombian woman who goes to shocking lengths to escape a life of poverty."
Sin Senos sí Hay Paraíso,2018,,3 Seasons,Netflix,TV-MA,,,"Born into a small town controlled by the mafia, an irate young woman seeks revenge on the forces that tore apart and wrongfully imprisoned her family."
Skin Wars,2016,,3 Seasons,Netflix,TV-14,,,"Artists test their creativity and body painting skills as they face off in a series of elaborate challenges, vying for a grand prize of $100,000."
Skin Wars: Fresh Paint,2016,,1 Season,Netflix,TV-14,,,"In each episode of this ""Skin Wars"" spinoff hosted by RuPaul, talented artists from various fields compete in body art for the first time."
Slobby's World,2018,,1 Season,Netflix,TV-MA,,,Welcome to the irreverent world of Robert Hall – aka Slobby Robby – a pop culture junkie who buys and sells collectable goods from the '80s and '90s.
Sotus The Series,2016,,1 Season,Netflix,TV-MA,,,"When freshman engineering student Kongpob stands up to older bully Arthit, their confrontation soon leads to a deep attraction between the two boys."
Space Racers,2014,,1 Season,Netflix,TV-Y,,,"Spaceships Eagle, Robyn, Hawk and their pals at the Stardust Space Academy rocket through the galaxy, teaching kids about the wonders of science."
Spartacus,2013,,4 Seasons,Netflix,TV-MA,,,"A Thracian man is condemned to a brutal death in the arena, only to outlast his executioners and be reborn as the enslaved gladiator Spartacus."
Splash and Bubbles,2018,,2 Seasons,Netflix,TV-Y,,,"Curious pals Splash, Bubbles, Dunk and Ripple have fun exploring new places, making new friends and learning all about their amazing ocean home."
Star-Crossed,2014,,1 Season,Netflix,TV-14,,,The passionate love between an alien boy and a human girl grows more and more dangerous as they face the wrath of their families and communities.
Station Horizon,2015,,1 Season,Netflix,TV-MA,,,"Ex-con Joris returns to his Swiss hometown, a community obsessed with American culture and ideals, to start over and save his family's gas station."
Stoked,2010,,1 Season,Netflix,TV-PG,,,Six teenage groms come together one summer to share a dream: to work at the world-renowned Surfer's Paradise Resort on the legendary Sunset Island.
Stone Age,2017,,1 Season,Netflix,TV-Y7,,,"Woody sets out to become the Stone Age's best animal trainer with a little help from his faithful pet dinosaur, Moga."
Storage Wars: Northern Treasures,2015,,1 Season,Netflix,TV-MA,,,"In Canada, a colorful collection of treasure-seeking scavengers bid on the largely unknown contents of repossessed and abandoned storage units."
Strawberry Shortcake: Berry Bitty Adventures,2015,,1 Season,Netflix,TV-Y,,,"Join Strawberry Shortcake and her berry best friends in the whimsical land of Berry Bitty City, where they learn about teamwork and decision-making."
Strong Girl Bong-soon,2017,,1 Season,Netflix,TV-14,,,"Born with supernatural strength, Bong-soon fights evil and procures justice while getting tangled in a love triangle with her CEO boss and cop crush."
Strongland,2018,,1 Season,Netflix,TV-PG,,,"From Spain's countryside to Scotland's stony terrain, this collection of uplifting documentaries explores the cultural roots of great strongman traditions."
Super Bheem,2019,,1 Season,Netflix,TV-Y,,,"In this 3D-animated spinoff from the Chhota Bheem series, valiant superhero Bheem goes beyond his village to fight the good fight across the universe."
Super Wings,2020,,3 Seasons,Netflix,TV-Y,,,A cheerful jet and his transforming pals strive to find peaceful solutions to their problems while delivering packages to children around the globe.
SuperNature: Wild Flyers,2016,,1 Season,Netflix,TV-PG,,,This series examines the aerodynamics of flight and the evolutionary processes that have enabled certain species to survive by taking to the skies.
Surviving R. Kelly Part II: The Reckoning,2020,,1 Season,Netflix,TV-MA,,,"As more women come forward with harrowing accusations against R. Kelly, his criminal case gains momentum in this follow-up to the powerful docuseries."
Swami Baba Ramdev: The Untold Story,2018,,1 Season,Netflix,TV-14,,,"Born into poverty and denied an education, a village boy overcomes society’s obstacles to become India’s foremost spiritual guru, revered by millions."
Sym-Bionic Titan,2010,,1 Season,Netflix,TV-PG,,,"Aliens fleeing their planet land on Earth, pose as teenagers and fight off mutant space monsters by joining forces to become a powerful giant robot."
Taken,2018,,2 Seasons,Netflix,TV-14,,,"After a personal tragedy upends his life, a highly skilled former Green Beret is drawn into a career as a secret government operative."
Tales of the City (1993),1993,,1 Season,Netflix,TV-MA,,,"In 1976, naive Mary Ann Singleton moves to San Francisco and finds a new family in her bohemian landlady and the eclectic residents at 28 Barbary Lane."
Teresa,2010,,1 Season,Netflix,TV-PG,,,"We all want so much more than we have, but how far are we willing to go to get it?"
Th Eena Meena Deeka Chase Comedy Show,2015,,1 Season,Netflix,TV-Y7,,,"A hungry fox and three resourceful, surprisingly formidable birds turn the animal kingdom on its head in this lively animated series."
Thackeray,2019,,1 Season,Netflix,TV-MA,,,"From controversial cartoonist to powerful Mumbai politician, this biopic maps the meteoric rise of far-right Shiv Sena party founder, Bal Thackeray."
That '70s Show,2005,,8 Seasons,Netflix,TV-14,,,"Feel groovy in 1970s suburbia, where a teen and his pals hang in the basement, listening to rock and indulging other hazy benefits of '70s culture."
The 2000s,2018,,1 Season,Netflix,TV-MA,,,"Examine the triumphs, tragedies, cultural shifts and technological leaps that occurred during the millennium's first decade."
The Adjusters,2010,,2 Seasons,Netflix,TV-PG,,,"An insurance adjuster investigates cases of possible fraud while hiding a romance with a colleague, unaware that someone he trusts is toying with him."
The Adventures of Figaro Pho,2015,,2 Seasons,Netflix,TV-Y7,,,"Imagine your worst fears, then multiply them: Figaro is a boy with any number of phobias and a highly quirky and imaginative way of dealing with them."
The Andy Griffith Show,1967,,8 Seasons,Netflix,TV-G,,,"Homespun humor and easygoing Sheriff Andy Taylor are at the center of this nostalgic look at Mayberry, a small town filled with lovable characters."
The Apartment,2014,,2 Seasons,Netflix,TV-PG,,,"With their eyes on the grand prize, amateur designers push their creative limits in this reality competition show hosted by design icon Jamie Durie."
The Bachelor,2009,,1 Season,Netflix,TV-14,,,A single man searches for his soulmate through a series of dates with 25 contestants ready to romance him for a chance at love.
The Beat,2012,,1 Season,Netflix,TV-MA,,,"The artistic pursuits of two childhood friends, an aspiring singer and a talented dancer, lead them to four other 20-somethings in a drumming group."
The Beginning of Life: The Series,2016,,1 Season,Netflix,TV-PG,,,"Using breakthroughs in technology and neuroscience, this series examines how environment affects infants – and how infants can affect our future."
The Bible's Buried Secrets,2011,,1 Season,Netflix,TV-14,,,"Host Francesca Stavrakopoulou travels across the Middle East, offering extraordinary insights into the stories of the Old Testament."
The Big Catch,2015,,1 Season,Netflix,TV-PG,,,"In a global competition, eight fishing enthusiasts battle extreme conditions and dangerous waters to be crowned the ultimate angler."
The Blue Planet: A Natural History of the Oceans,2001,,1 Season,Netflix,TV-G,,,"David Attenborough narrates this definitive exploration of the marine world, from the familiar to the unknown, revealing the sea and its communities."
The Bomb Squad,2011,,1 Season,Netflix,TV-MA,,,This documentary follows British bomb disposal teams in Afghanistan and the dangers they face in their methodical lives on the front lines of war.
The Calling,2018,,1 Season,Netflix,TV-MA,,,"Food-crazed travel junkies journey across India, completing bucket list challenges for a chance to win a once-in-a-lifetime scholarship."
The Chefs' Line,2017,,1 Season,Netflix,TV-14,,,Home cooks face off against trained chefs to see if passion can beat profession in the kitchen in this reality competition show.
The Code,2011,,1 Season,Netflix,TV-PG,,,"In this three-part documentary series, host Marcus du Sautoy examines the mathematical code underlying all of life on Earth and the universe itself."
The Cravings,2016,,2 Seasons,Netflix,TV-14,,,"Thirtysomething career woman Jae-yeong attempts to juggle her job and personal relationships, all the while never failing to eat well."
The Curse of Oak Island,2016,,1 Season,Netflix,TV-PG,,,"On an ominous island off of Nova Scotia, two brothers chase historical theories on a quest for enigmatic treasure."
The Day My Butt Went Psycho!,2015,,2 Seasons,Netflix,TV-Y7,,,A boy and his best friend – his newly detached butt – embark on wacky adventures in a world where humans and their butts live side by side.
The Devil Is a Part-Timer!,2013,,1 Season,Netflix,TV-14,,,"Thwarted in their attempt to take over the world of Ente Isla, Satan and his general Alciel land in modern-day Tokyo, where they take on human form."
The Drunk and on Drugs Happy Funtime Hour,2011,,1 Season,Netflix,TV-MA,,,"A variety-show production trips up big time when the cast members take their roles to new heights, and the line between fact and fiction blurs."
The Eighties,2016,,1 Season,Netflix,TV-PG,,,"This nostalgic documentary series relives the 1980s from a variety of angles, exploring its impact on the politics, technology and culture of today."
The Fear,2012,,1 Season,Netflix,TV-MA,,,"Richie Beckett is an aging Brighton crime boss who's struggling with the onset of dementia, just as a rival gang is trying to take over his territory."
The Fosters,2017,,5 Seasons,Netflix,TV-14,,,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children."
The Furchester Hotel,2015,,2 Seasons,Netflix,TV-Y,,,"Elmo hops across the pond to help his extended monster family solve problems at their ""almost"" world-class establishment, the Furchester Hotel."
The Future of Water,2007,,1 Season,Netflix,TV-PG,,,A look at the deeply intertwined history of humanity and fresh water reveals looming challenges that could upend power structures around the world.
The Golden Years with Javed Akhtar,2016,,1 Season,Netflix,TV-G,,,"Writer, poet and lyricist Javed Akhtar hosts this musical trip down memory lane, revealing untold stories behind India's best songs of 1950-75."
The Great British Baking Show: Masterclass,2018,,4 Seasons,Netflix,TV-PG,,,Hosts Mary Berry and Paul Hollywood leave the tent and go into the kitchen to put their professional spin on baking techniques used in the show.
The Great Train Robbery,2013,,1 Season,Netflix,NR,,,"This two-part tale delivers the true story of the Great Train Robbery of 1963, the biggest one in England's history."
The Guild,2013,,1 Season,Netflix,TV-MA,,,Fantasy and reality collide when a surprisingly diverse group of online video-game addicts struggle to balance the game with personal relationships.
The Homecoming,2015,,1 Season,Netflix,TV-PG,,,"Panelists from the Korean show ""Abnormal Summit"" lead cast mates on tours of their home countries, including China, Nepal, Italy, Canada and France."
The House That Made Me,2015,,3 Seasons,Netflix,TV-PG,,,"With host Vinay Pathak, Indian celebrities return to their childhood homes to reconnect with the past and share stories of their journey to success."
The Hunt,2015,,1 Season,Netflix,TV-PG,,,"Witness some of the most riveting showdowns in the animal kingdom as cameras capture leopards, polar bears and other predators targeting their prey."
The Inbetweeners,2010,,3 Seasons,Netflix,TV-MA,,,This rib-tickling series follows four English lads as they try – and fail spectacularly – to navigate the wretched no-man's land of adolescence.
The Investigator: A British Crime Story,2018,,2 Seasons,Netflix,TV-MA,,,"After 40 years of inconclusive evidence, renowned criminologist Mark Williams-Thomas re-examines a string of mysterious murders."
The Irish Mob,2008,,1 Season,Netflix,TV-MA,,,"This documentary crime series charts the rise of the Irish Mob in America, from urban immigrant poverty to political power and wealth."
The Jaime Maussan Show,2010,,1 Season,Netflix,TV-PG,,,Mexican journalist and UFO investigator Jaime Maussan travels the world collecting evidence and firsthand accounts of extraterrestrial phenomena.
